source,target,estimated_trips
POL,TUR,284519
TUR,POL,284519
THA,CHE,284087
VNM,MAC,283984
BEL,ROU,283968
BGD,SGP,283927
QAT,BHR,283257
MOZ,MWI,283153
MWI,MOZ,283153
BGD,OMN,282466
DEU,IRN,282343
EGY,USA,281965
NLD,CAN,281211
USA,UKR,280868
ITA,UKR,280447
ISR,CHE,280309
MAR,DZA,279897
NPL,MYS,279862
JOR,KWT,279568
ROU,BEL,279497
KWT,JOR,278547
DOM,ESP,278465
ISR,ROU,278369
ROU,ISR,278369
MOZ,ZWE,278235
ZWE,MOZ,278235
BHR,QAT,277759
ISR,CYP,277069
BEL,CZE,277068
DZA,MAR,276307
CHE,ISR,276001
CZE,BEL,275819
ESP,DOM,274362
DNK,TUR,273520
CRI,PAN,273187
LBN,EGY,272168
EGY,LBN,272134
CYP,ISR,271374
MEX,PER,269485
PER,MEX,269485
FIN,NOR,269256
SGP,BGD,268123
NOR,FIN,267837
CUB,DEU,267636
COL,ARG,267026
UKR,USA,266891
DEU,CUB,266669
ZAF,ZMB,265346
ZMB,ZAF,265346
ECU,ESP,264789
PER,ARG,264687
BEL,SWE,264361
FJI,NZL,263586
ITA,KOR,263287
BRA,PER,262572
PER,BRA,262572
CHN,EGY,262309
EGY,CHN,262309
CHE,CZE,262042
CZE,CHE,261721
CHN,NGA,260371
NGA,CHN,260371
TZA,ZMB,259264
ZMB,TZA,259264
BGR,CZE,258661
CZE,BGR,258661
MYS,NPL,258343
SWE,BEL,257985
DEU,MKD,257441
LCA,USA,256435
ARG,PER,256232
USA,JOR,256146
ARG,COL,255000
POL,PRT,254979
PRT,POL,254979
SWE,AUT,254890
CYP,DEU,254743
DNK,GRC,254665
GRC,DNK,254665
GRC,POL,254535
THA,SWE,254396
POL,GRC,254101
DEU,CYP,253217
USA,LCA,253138
ISR,POL,252569
POL,ISR,252569
NZL,FJI,252545
MKD,TUR,251563
TUR,MKD,251563
DEU,HKG,249495
MKD,DEU,248783
AUT,SWE,248591
KOR,ESP,248280
LKA,SAU,247733
MYS,MMR,247406
CHE,HRV,247262
HRV,CHE,247262
MMR,MYS,247101
CHE,JPN,246883
JPN,CHE,246883
NOR,LTU,246626
KWT,PHL,246237
PHL,KWT,246237
SAU,LKA,245846
SWE,TUR,244737
QAT,PHL,244495
CHN,TUR,243773
TUR,CHN,243773
FRA,LBN,243512
EGY,ISR,243417
ISR,EGY,243417
KHM,USA,242989
USA,KHM,242989
LTU,NOR,242695
ROU,USA,242138
USA,ROU,242138
CAN,IRL,241879
IRL,CAN,241879
CAN,CHE,241613
CHE,CAN,241613
NPL,QAT,240680
CAN,THA,240350
THA,CAN,240350
JOR,USA,238372
GBR,BRB,237856
FRA,DOM,237040
SWE,THA,236486
BRB,GBR,236404
LBN,FRA,236365
IRQ,JOR,236047
HKG,DEU,235585
LKA,GBR,235452
ESP,CUB,233916
TUR,SWE,233671
MDV,IND,233558
CHN,PRT,233254
PRT,CHN,233254
MAR,CHE,232436
ESP,KOR,232123
BGD,THA,231908
CHE,MAR,231767
AUT,JPN,229657
JPN,AUT,229657
CUB,ESP,228923
THA,BGD,228579
ZAF,BWA,227795
GBR,LKA,227571
FIN,USA,227400
QAT,NPL,227376
CHN,IRN,227046
MAR,USA,227003
USA,MAR,227003
BWA,ZAF,226778
USA,FIN,226666
DNK,HUN,226642
IRN,CHN,226633
GTM,MEX,225703
MEX,GTM,225703
DOM,ARG,225576
IND,MDV,223958
ISL,DNK,223855
PHL,QAT,223843
DNK,ISL,223687
AUS,CHE,223549
CHE,AUS,223549
GEO,UKR,223290
UKR,GEO,223290
LTU,ITA,223108
CHN,NLD,222921
MOZ,SWZ,222750
SWZ,MOZ,222750
ITA,LTU,222497
KHM,JPN,222442
CZE,ISR,222266
PHL,GBR,222234
JOR,TUR,222034
TUR,JOR,222034
JOR,IRQ,221330
VNM,DEU,221178
SAU,NPL,220864
HKG,FRA,220844
GBR,PHL,220625
ISR,CZE,220416
POL,FIN,220158
NLD,CHN,219959
HUN,DNK,219833
TUR,EGY,219492
CHN,PAK,218637
FIN,POL,218216
ITA,LUX,217852
PAK,CHN,217682
ARG,ITA,217586
EGY,TUR,217543
ISL,NOR,217246
NGA,ARE,216972
LUX,ITA,216574
DEU,LBN,216008
IND,AFG,215899
GRC,FIN,215854
NLD,FIN,215660
ARG,DOM,215158
IDN,NLD,214980
AFG,IND,214959
DEU,VNM,214598
BEL,CHN,214304
CHN,BEL,214304
KWT,BHR,214045
FIN,NLD,213953
LKA,MYS,213097
LVA,NOR,212015
MYS,LKA,211628
BOL,BRA,211280
BRA,BOL,211280
MUS,ZAF,211057
FRA,HKG,210762
TUR,NOR,210556
FRA,MLT,210468
SGP,DEU,209523
GBR,OMN,209185
OMN,GBR,209185
BHR,KWT,208885
KWT,LBN,208785
LAO,KOR,208680
HUN,ISR,208660
THA,DNK,208501
ARE,CHE,208337
LBN,KWT,207814
DNK,THA,207676
NOR,LVA,207312
CZE,SWE,207078
ISR,HUN,206855
ITA,ARG,206415
NOR,TUR,205978
QAT,BGD,205953
KEN,UGA,205839
CHL,MEX,205778
MLT,FRA,205111
UGA,KEN,204963
SAU,OMN,204826
KEN,ARE,204438
USA,GUY,204263
JPN,KHM,203864
ARE,ETH,203812
CAN,PRT,203410
PRT,CAN,203410
SWE,HRV,203129
DEU,EST,202767
ARE,NGA,202760
NLD,IDN,202677
CHE,ARE,202489
USA,LBN,202259
SWE,CZE,202033
FIN,GRC,201851
HRV,SWE,201595
KOR,LAO,201464
NLD,THA,201178
NOR,ISL,200769
ARE,KEN,200745
ECU,PAN,200573
ITA,CUB,200249
IND,CHE,199018
NPL,SAU,198853
DEU,SGP,198806
THA,NLD,198186
ESP,ECU,198072
CAN,CRI,198000
CRI,CAN,198000
EGY,LBY,197836
ARM,IRN,197712
IRN,ARM,197712
EST,POL,197237
POL,EST,197237
CHN,MEX,197062
MEX,CHN,197062
LBY,TUR,197021
LBN,DEU,196978
CHE,NOR,196822
USA,IRN,196388
MEX,CHL,195725
VNM,FRA,195632
GBR,BGD,195593
DEU,IDN,195583
QAT,PAK,195082
MAC,USA,194961
USA,MAC,194961
NOR,GRC,194338
FRA,AUS,194205
AUS,FRA,194196
USA,BGD,194113
LBN,USA,193942
BEN,NGA,193761
NGA,BEN,193761
TUR,LBY,193548
PHL,VNM,193461
ESP,HRV,193419
BEL,HRV,193068
HRV,BEL,193068
CZE,DNK,193036
NIC,SLV,192919
SLV,NIC,192919
BGD,QAT,192853
DNK,CZE,192727
ITA,SAU,192665
SAU,ITA,192665
GUY,USA,192411
BGR,ISR,192202
ISR,BGR,192202
BGD,GBR,192038
PRT,DNK,191932
ARE,ZAF,191819
ZAF,MUS,191758
ARE,ESP,191609
NOR,CHE,191406
VNM,PHL,191318
USA,KEN,191160
ISR,GRC,191051
LKA,MDV,191042
ZAF,ARE,190894
CHE,FIN,190854
QAT,KWT,190613
HRV,ESP,190469
KAZ,ARE,190451
DNK,IRL,190401
PAN,ECU,189596
ARE,KAZ,189373
DEU,MDV,188988
CHE,MKD,188886
MKD,CHE,188664
HKG,KHM,188375
NLD,RUS,188239
KWT,QAT,187994
THA,ISR,187828
MYS,PAK,187807
GBR,MUS,187806
CHN,NPL,187322
NPL,CHN,187322
IRL,DNK,187292
KWT,USA,187230
USA,KWT,187230
ISR,THA,186748
AZE,ARE,186580
FIN,CHE,186537
TUN,TUR,186536
IRN,USA,186378
GRC,NOR,186080
OMN,SAU,185912
DNK,PRT,185890
GBR,KWT,185813
KWT,GBR,185813
CZE,TUR,185653
TUR,CZE,185653
FRA,VNM,185632
KEN,GBR,185420
KEN,USA,185254
ARE,AZE,185245
MAR,TUN,184959
GBR,KEN,184929
IND,NGA,184774
NGA,IND,184774
BRA,CAN,184364
CAN,BRA,184364
AUT,ISR,184158
ISR,AUT,184158
EST,DEU,183960
CHN,ZAF,183649
ZAF,CHN,183649
PER,ESP,183539
SGP,LKA,183452
NGA,SAU,183251
SAU,NGA,183251
RUS,NLD,183236
KHM,HKG,182651
TUR,TUN,182471
DEU,BIH,181916
FRA,CIV,181483
ESP,ARE,180608
MUS,GBR,180254
TKM,TUR,180098
CHN,UKR,180038
UKR,CHN,180038
ISL,FRA,179996
CHN,POL,179942
POL,CHN,179942
PAK,MYS,179717
ETH,SAU,179620
LKA,SGP,179389
CHN,CHE,179227
GBR,QAT,179165
IND,ESP,179099
BIH,DEU,178928
LTU,DNK,178667
AUS,GRC,178548
GRC,AUS,178548
NZL,SGP,178444
SGP,NZL,178444
DOM,FRA,178288
LKA,DEU,178130
ESP,PER,177953
ZAF,NGA,177864
QAT,GBR,177791
BLR,LTU,177754
LTU,BLR,177754
AUT,PRT,177733
TUR,TKM,177679
GRC,ISR,177331
FRA,ISL,177290
IDN,DEU,177086
JPN,MEX,176485
MEX,JPN,176485
LKA,QAT,176184
PRT,AUT,175904
NGA,ZAF,175491
MAC,SGP,175066
SGP,MAC,175066
TUN,MAR,174381
CHE,CHN,173719
KWT,BGD,173383
GRC,HUN,173376
GBR,UKR,173220
ATG,USA,172907
HUN,RUS,172611
DNK,LTU,172126
ESP,IND,171897
RUS,HUN,171722
BGD,USA,171698
CHN,SAU,171559
CHN,BGD,171488
MDV,DEU,171343
GEO,IRN,171072
IRN,GEO,171072
GBR,JAM,171057
CUB,GBR,171004
UKR,GBR,170957
QAT,LKA,170784
HUN,GRC,170767
CIV,FRA,170586
PAK,KWT,170529
ESP,LTU,170138
CUB,ITA,170067
ARG,ECU,169983
DEU,LKA,169852
CZE,UKR,169503
UKR,CZE,169503
JAM,GBR,169397
AZE,SAU,169230
SAU,AZE,169230
CHL,ESP,169164
ESP,CHL,169164
IDN,FRA,169049
ESP,UKR,168968
CHL,DOM,168757
FRA,SAU,168610
BGD,CHN,168430
CHE,EGY,168184
KWT,PAK,167906
GBR,CUB,167572
UKR,ESP,167351
ARE,UKR,166766
UKR,ARE,166441
CAN,GRC,166435
GRC,CAN,166435
LTU,ESP,166256
AUS,ZAF,166136
ZAF,AUS,166136
PNG,AUS,166044
PRT,CPV,165972
AUS,PNG,165863
IND,ZAF,165554
FIN,CZE,165404
IND,MAC,165291
MAC,IND,165291
HRV,NOR,165195
NOR,HRV,165195
ZAF,IND,164956
CZE,FIN,164713
JPN,RUS,164275
FRA,CUB,163952
USA,ATG,163596
EGY,CHE,163510
BGR,BEL,163454
NLD,ZAF,163234
USA,BOL,162974
DOM,CHL,162940
CAN,POL,162106
POL,CAN,162106
CHN,ISR,162097
ISR,CHN,162097
FRA,EGY,161883
PAK,QAT,161830
ECU,ARG,161753
AUS,AUT,161626
AUT,AUS,161626
ETH,USA,161536
USA,ETH,161536
CPV,PRT,161288
CHE,IND,161000
GBR,SVN,160906
SVN,GBR,160906
AUT,NOR,160824
NOR,AUT,160824
QAT,TUR,160572
IRL,HUN,160569
BRA,VEN,160526
VEN,BRA,160526
SAU,ETH,160473
SAU,CHN,160332
RUS,JPN,160286
AZE,UKR,160241
UKR,AZE,160241
BEL,BGR,160215
ZAF,NLD,159260
IND,NLD,159122
CUB,FRA,158610
NLD,ROU,158583
BHS,CAN,158570
CAN,BHS,158531
THA,ESP,158300
NOR,THA,157998
BRA,CHE,157607
CHE,BRA,157607
SWE,PRT,157588
JPN,NZL,157059
NZL,JPN,157059
PRT,SWE,156988
AUS,SAU,156971
SAU,AUS,156971
TUR,QAT,156865
ESP,THA,156651
AUS,KHM,156496
KHM,AUS,156496
FRA,IDN,156464
HUN,IRL,156170
EGY,FRA,156087
GBR,MDV,155556
MDV,GBR,154829
BLR,LVA,154761
LVA,BLR,154761
ARE,SGP,154706
BOL,USA,153682
IND,BTN,153338
NLD,IND,153268
ARE,NLD,153029
AUS,HRV,153009
HRV,AUS,153009
ITA,HKG,152954
TUR,KGZ,152883
ETH,ARE,152871
HKG,ITA,152848
NLD,ARE,152784
ZAF,FRA,152740
KOR,MNG,152553
CZE,ROU,152384
ROU,CZE,152384
ROU,NLD,152304
THA,NOR,152084
GBR,IRQ,151981
IDN,ARE,151949
DEU,SAU,151645
SAU,FRA,151606
MNG,KOR,151390
FRA,CMR,151237
BRA,CHN,151176
CHN,BRA,151176
URY,USA,151168
CMR,FRA,151091
AUS,IRL,150909
IRL,AUS,150909
ALB,TUR,150797
TUR,ALB,150797
AUT,EGY,150745
ESP,ISL,150323
KGZ,TUR,149953
BGD,KWT,149454
IRQ,GBR,149061
BIH,TUR,148790
TUR,BIH,148790
ZAF,TZA,148658
MDA,TUR,148638
ESP,VEN,148193
BTN,IND,148123
THA,IRN,147535
TZA,ZAF,147295
ITA,PHL,147242
IRN,THA,147055
THA,FIN,147043
IRN,KWT,146677
SWE,LTU,146611
USA,URY,146569
SAU,DEU,146367
CAN,PAK,146154
CZE,NOR,146007
ISL,ESP,145624
ARE,IDN,145606
EGY,AUT,144794
NLD,HRV,144518
TUR,MDA,144320
HRV,NLD,144240
KWT,IRN,144167
SGP,ARE,144031
SGP,FRA,143844
GRC,SVK,143724
IND,PHL,143508
PHL,IND,143508
VNM,GBR,143507
HND,GTM,143244
FIN,TUR,143226
AUT,CAN,143062
CAN,AUT,143062
CAN,ISL,142784
MYS,MAC,142701
MAC,MYS,142635
NOR,CZE,142545
NOR,HUN,142453
CAN,VNM,142143
VNM,CAN,142143
SUR,NLD,141936
HUN,FIN,141720
MUS,IND,141585
HUN,NOR,141546
DOM,COL,141354
HUN,TUR,141233
LTU,SWE,141115
BRA,DOM,141005
GTM,HND,140191
RUS,BEL,139267
ISL,CAN,139219
DOM,BRA,139137
GEO,ARE,138622
CAN,ISR,138600
BEL,ISR,138594
ISR,CAN,138196
FIN,HUN,138076
ARE,GEO,138018
DEU,KAZ,137737
ARE,MYS,137466
MLT,ESP,137410
FRA,ZAF,137101
ESP,MLT,137055
TUR,HUN,137002
NLD,SUR,136989
VEN,ESP,136765
COL,DOM,136500
BEL,RUS,136465
POL,SVN,136462
SVN,POL,136462
KAZ,DEU,136433
PHL,ITA,136293
LTU,UKR,136204
UKR,LTU,136204
TUR,FIN,136157
ZAF,KEN,136135
FRA,BGR,135778
ITA,DZA,135296
GRC,UKR,135274
CHN,DZA,135116
IND,MUS,135089
UKR,GRC,135085
IRL,CZE,135051
ISR,BEL,134939
CZE,IRL,134832
DZA,ARE,134807
CAN,SGP,134749
SGP,CAN,134749
CRI,GTM,134526
GTM,CRI,134487
AUS,LKA,134325
PAK,THA,134321
GBR,DZA,134217
NZL,IND,133776
LKA,THA,133497
CUB,ARG,133147
AUT,IRL,133106
IRL,AUT,133106
OMN,THA,133048
KOR,MMR,132855
MMR,KOR,132855
DOM,RUS,132721
RUS,DOM,132721
DZA,ITA,132698
UKR,FRA,132676
KOR,TUR,132455
TUR,KOR,132455
ISR,JOR,132418
JOR,ISR,132418
BEL,EGY,132366
BGR,FRA,132126
ARE,DZA,132086
KEN,ZAF,131986
THA,OMN,131850
GBR,EST,131821
CHE,OMN,131799
PAK,CAN,131701
LVA,SWE,131651
DJI,SOM,131493
DEU,MUS,131479
FRA,SGP,130963
ZAF,ITA,130891
GHA,GBR,130869
IDN,VNM,130637
VNM,IDN,130637
CAN,IRN,130431
THA,PAK,130157
THA,LKA,130152
CHE,ROU,130027
RWA,TZA,129911
TZA,RWA,129911
ITA,IRN,129724
SWE,LVA,129569
CZE,SVN,129279
SVN,CZE,129279
DNK,CHN,129241
AUT,FIN,129033
GBR,VNM,129023
UZB,TUR,128954
IRQ,DEU,128847
CAN,DNK,128664
DNK,CAN,128664
OMN,CHE,128527
FIN,THA,128443
JPN,PRT,128254
PRT,JPN,128254
USA,BGR,127902
ARG,CUB,127588
MUS,DEU,127575
DZA,GBR,127535
USA,GHA,127288
CHN,DNK,127123
LKA,AUS,127062
ARE,HKG,127022
DOM,ITA,126916
FIN,AUT,126838
CHE,CYP,126660
BGR,USA,126602
GBR,GHA,126549
NOR,BEL,126514
NZL,THA,126506
THA,NZL,126506
MAR,TUR,126444
TUR,BHR,126303
EGY,RUS,126145
RUS,FIN,126043
AZE,KAZ,126029
KAZ,AZE,126029
EST,GBR,125999
FRA,UKR,125884
NLD,BRA,125877
RUS,EGY,125659
BEL,NOR,125637
TUR,MAR,125461
ROU,CHE,125385
ITA,DOM,125236
IRL,LTU,125099
IDN,NZL,125023
NZL,IDN,125023
UZB,KAZ,124978
FIN,CHN,124977
COL,CRI,124688
IRN,ITA,124612
BHR,TUR,124496
AUT,UKR,124111
UKR,AUT,124111
BRA,NLD,124043
BEL,THA,123984
THA,BEL,123984
TZA,UGA,123961
UGA,TZA,123961
NZL,WSM,123935
HRV,JPN,123888
JPN,HRV,123888
CHN,HRV,123664
HRV,CHN,123664
HUN,SVN,123663
SVN,HUN,123663
IRL,NZL,123623
NZL,IRL,123623
EGY,BEL,123511
NLD,ISL,123049
FIN,BEL,122934
TUR,UZB,122811
LTU,IRL,122607
NZL,HKG,122477
QAT,USA,122156
ITA,PAK,121894
AUT,ARE,121886
PAN,MEX,121774
GBR,IRN,121763
ECU,VEN,121754
VEN,ECU,121754
SVK,GRC,121713
BEL,FIN,121712
FIN,EST,121701
SGP,BRN,121696
CAN,ARE,121644
HRV,ROU,121628
ROU,HRV,121628
ITA,SEN,121506
IRQ,SAU,121449
IRN,CAN,121217
ARE,AUT,121203
LBY,EGY,121156
JPN,MMR,120833
MYS,ARE,120783
FRA,LTU,120512
ISL,NLD,120434
BEL,CAN,120433
CAN,BEL,120433
MMR,JPN,120221
CAN,NZL,120191
NZL,CAN,120191
RUS,HKG,120099
SOM,DJI,119854
EST,SWE,119838
MYS,IRN,119808
WSM,NZL,119700
JPN,POL,119554
POL,JPN,119554
EST,LTU,119425
LTU,EST,119425
IND,NZL,119329
MEX,PAN,119277
ARE,CZE,119186
CZE,ARE,119090
LTU,FRA,119007
FIN,RUS,118919
NOR,PRT,118752
IND,KEN,118739
ARE,CAN,118675
SAU,TUN,118521
TUN,SAU,118521
LVA,FIN,118426
CHE,DZA,118383
KEN,IND,118356
ITA,ZAF,118341
SWE,ISL,118256
RUS,SWE,118212
BRN,SGP,118189
CZE,JPN,118059
JPN,CZE,118059
DZA,CHN,117959
IND,IRN,117773
IRN,IND,117773
ARE,KOR,117577
NLD,JPN,117525
CAN,HRV,117455
HRV,CAN,117455
CRI,COL,117425
HRV,RUS,117419
RUS,HRV,117419
ARE,MAR,117362
QAT,JOR,117359
DZA,CHE,117332
GHA,USA,117039
LTU,TUR,116855
TUR,LTU,116855
TKM,RUS,116693
BRA,JPN,116642
JPN,BRA,116642
ISL,SWE,116595
RUS,TKM,116370
PRT,NOR,116366
IRN,GBR,116326
HKG,NZL,116274
IRN,MYS,115853
KOR,ARE,115701
DNK,HRV,115645
HKG,ARE,115593
KOR,PRT,115538
PRT,KOR,115538
IND,MMR,115240
MMR,IND,115240
JPN,NLD,115109
SWE,MKD,114983
CYP,LBN,114890
LBN,CYP,114886
EST,FIN,114814
KOR,SVN,114806
SVN,KOR,114806
JOR,QAT,114779
FRA,IRN,114669
BLR,TUR,114642
TUR,BLR,114642
HRV,DNK,114463
KOR,NZL,114007
NZL,KOR,114007
DEU,IRQ,113906
VNM,MMR,113717
HKG,RUS,113561
FIN,LVA,113546
SWE,EST,113390
USA,NPL,113127
MKD,SWE,112979
SAU,IRQ,112732
ITA,LKA,112706
SEN,ITA,112516
CAN,MAR,112512
MAR,CAN,112512
FRA,MDG,112460
MAR,ARE,112371
SWE,RUS,112208
AUT,THA,112085
CRI,SLV,111697
SLV,CRI,111697
KHM,PHL,111558
PHL,KHM,111558
QAT,LBN,111489
CYM,JAM,111305
JAM,CYM,111283
LBN,ETH,111225
QAT,OMN,111108
DEU,PHL,110981
KAZ,UKR,110856
UKR,KAZ,110856
OMN,EGY,110756
CHL,URY,110675
LKA,ITA,110613
ITA,PER,110427
PER,ITA,110427
CYP,CHE,110214
NLD,BGR,110161
MMR,VNM,110107
GBR,ARG,110054
NLD,AUS,109969
ITA,KEN,109952
EGY,ESP,109808
ESP,EGY,109706
AUT,SAU,109524
SAU,AUT,109524
IRN,FRA,109035
SWE,CHN,108983
CHN,SWE,108878
BEL,TUN,108874
ITA,LVA,108863
LVA,ITA,108693
CHN,FIN,108645
CAN,IDN,108450
IDN,CAN,108450
LKA,FRA,108376
EGY,OMN,108147
ITA,SGP,107979
SGP,ITA,107979
CHL,ITA,107953
ITA,CHL,107953
ARE,SWE,107846
MDG,FRA,107822
CAN,DZA,107819
KOR,MEX,107492
MEX,KOR,107492
IDN,ITA,107405
ITA,IDN,107405
USA,QAT,107316
ARG,FRA,107279
OMN,QAT,107250
ESP,SVK,107105
SWE,ARE,107096
NOR,RUS,107026
RUS,NOR,107026
BGR,NLD,107021
TUN,BEL,107004
ITA,MDV,106933
ARE,MDV,106914
LVA,UKR,106674
UKR,LVA,106674
PRT,FIN,106641
LBN,QAT,106538
GEO,ISR,106444
ISR,GEO,106444
CAN,CZE,106421
CZE,CAN,106421
ROU,SVK,106346
SVK,ROU,106346
PHL,DEU,105961
MLT,POL,105765
BIH,SWE,105759
MEX,VEN,105757
VEN,MEX,105757
POL,MLT,105628
AUS,NLD,105599
DEU,ALB,105593
KAZ,UZB,105590
THA,AUT,105363
SVK,ESP,105154
SWE,BIH,105152
MYS,NZL,105144
NZL,MYS,105144
AUS,HUN,105051
HUN,AUS,105051
CAN,LBN,104953
FRA,ARG,104884
NLD,HKG,104865
UZB,KOR,104861
FIN,PRT,104687
MDV,ARE,104677
SAU,CAN,104649
DEU,GEO,104510
ARE,DNK,104283
OMN,BHR,103853
IND,ISR,103795
ISR,IND,103795
CAN,TUR,103602
TUR,CAN,103602
CHN,MUS,103516
MUS,CHN,103516
ITA,LBN,103268
URY,CHL,103148
CAN,COL,103129
EST,NOR,103001
COL,CAN,102856
KNA,USA,102828
BHR,BGD,102787
THA,ZAF,102688
NOR,EST,102613
AUT,BRA,102317
BRA,AUT,102317
AUS,MAC,102308
MAC,AUS,102308
JPN,ARE,101797
SVN,USA,101621
USA,SVN,101621
SGP,MDV,101544
SGP,CHE,101428
LBN,CAN,101358
PAK,ITA,101112
USA,KNA,101059
ALB,DEU,101005
BHR,OMN,100829
DZA,CAN,100803
TTO,CAN,100721
BHR,PAK,100673
EGY,IND,100618
IND,EGY,100618
CHL,GBR,100560
GBR,CHL,100560
FRA,MLI,100546
PRT,CZE,100491
DEU,MYS,100446
IND,TUR,99988
TUR,IND,99988
HKG,NLD,99774
LBN,ITA,99672
CHE,TUN,99661
DNK,LUX,99424
LUX,DNK,99424
ZAF,THA,99410
KWT,LKA,99308
BGR,CHE,99097
CAN,TTO,98993
DNK,ARE,98901
CZE,PRT,97936
DEU,KWT,97635
GEO,DEU,97603
FRA,LKA,97561
USA,PRY,97403
JPN,NOR,97217
NOR,JPN,97217
AUS,BRA,97019
BRA,AUS,97019
GBR,LBN,96813
CHE,BGR,96702
DEU,KEN,96570
CHE,LUX,96552
GBR,DOM,96486
NAM,ZWE,96176
ZWE,NAM,96176
IRQ,USA,96160
MLI,FRA,96134
CAN,SAU,96093
PRY,USA,95812
ZAF,CHE,95754
LUX,CHE,95553
KOR,UZB,95542
AUS,CZE,95387
CZE,AUS,95387
RUS,DNK,95304
ARE,JPN,95238
ARE,TKM,95209
TKM,ARE,95199
BGR,BLR,95128
BLR,BGR,95128
BRB,TTO,95047
KWT,DEU,94881
TTO,BRB,94843
DEU,ARG,94668
BOL,ESP,94584
ITA,EST,94411
MYS,DEU,94270
DOM,GBR,94204
ARE,IRL,94166
VCT,BRB,93943
IRL,ROU,93741
IRN,RUS,93698
RUS,IRN,93698
BIH,SVN,93685
SVN,BIH,93685
IRL,SVK,93432
IND,IRQ,93425
ALB,USA,93415
USA,ALB,93415
IRQ,BHR,93324
AUS,MEX,93310
MEX,AUS,93310
CHE,ZAF,93283
USA,IRQ,93258
KEN,DEU,93205
IRQ,SWE,93162
LBN,GBR,93081
CMR,BEN,92948
IND,TZA,92902
TZA,IND,92902
ARM,USA,92818
USA,ARM,92818
URY,ESP,92677
BEN,CMR,92632
TZA,USA,92524
USA,TZA,92524
IRQ,IND,92347
ESP,SAU,92132
BRB,CAN,92125
CAN,BRB,92125
CHL,ECU,92084
MDV,THA,92035
DNK,RUS,91918
CHE,SGP,91864
ESP,AUS,91836
EST,ITA,91763
SWE,ROU,91530
ARG,GBR,91518
CUB,RUS,91445
RUS,CUB,91445
BHR,IRQ,91443
SAU,ESP,91363
BRB,VCT,91330
LKA,KWT,91267
BGR,NOR,91252
NOR,BGR,91252
NPL,USA,91238
SVK,USA,91152
USA,SVK,91152
ECU,MEX,91100
MEX,ECU,91100
ECU,CHL,91037
NGA,TGO,90964
TGO,NGA,90964
SVK,IRL,90886
AGO,ZAF,90885
PAK,BHR,90692
PRK,CHN,90634
ROU,SWE,90624
ZAF,AGO,90267
SWE,IRL,89803
USA,ZWE,89683
ZWE,USA,89683
GBR,MDA,89547
BGR,SVK,89471
SVK,BGR,89471
CMR,GAB,89312
GAB,CMR,89278
NOR,ROU,89256
ROU,NOR,89256
KOR,NOR,89057
NOR,KOR,89057
CHN,PRK,88808
DEU,PAK,88766
CHE,MLT,88764
AUS,ESP,88744
ETH,KEN,88712
NLD,LTU,88573
THA,MDV,88490
IRL,SWE,88465
TUN,CHE,88303
SAU,ZAF,88278
GBR,BHR,88244
EGY,GRC,88223
BRA,PAN,88019
PAN,BRA,88019
MDV,ITA,87844
COL,ITA,87818
ITA,COL,87818
DEU,JOR,87763
ROU,IRL,87744
CHE,UKR,87316
TZA,ARE,87121
JPN,NPL,86992
UKR,CHE,86968
BGR,HRV,86896
HRV,BGR,86896
ARG,DEU,86353
ATG,GBR,86091
FIN,HRV,86058
CAN,MYS,85988
MYS,CAN,85988
CAN,PER,85892
PER,CAN,85892
EGY,NLD,85748
SWE,IRQ,85514
ESP,URY,85479
HRV,FIN,85340
ESP,BOL,85292
ZAF,SAU,85273
RUS,PRT,85253
IRL,LVA,85170
BHR,GBR,85057
LTU,NLD,85001
NZL,TON,84854
MLT,BEL,84794
PAN,DOM,84749
VEN,CUB,84711
BHR,IRN,84628
KEN,ETH,84613
MDV,SGP,84603
ARE,GRC,84554
GBR,ATG,84483
LCA,GBR,84480
ARE,TZA,84303
PRT,RUS,84193
ESP,SEN,84093
MLT,CHE,84061
IRL,ARE,84058
MMR,USA,83997
USA,MMR,83997
IRN,BHR,83990
MEX,SLV,83921
SLV,MEX,83921
VEN,ARG,83783
PER,VEN,83726
VEN,PER,83726
LVA,IRL,83665
CHL,VEN,83651
VEN,CHL,83651
BEL,MLT,83525
AUS,LBN,83140
SYR,IRQ,83012
IRQ,SYR,83005
BEL,IND,82858
IND,BEL,82858
ARG,VEN,82711
NAM,DEU,82697
CAN,ZAF,82691
ZAF,CAN,82691
GUY,TTO,82686
UGA,ARE,82647
THA,NPL,82583
FIN,JPN,82561
PRT,HUN,82480
ARE,ROU,82465
JPN,FIN,82324
JPN,LKA,82224
IND,TKM,82176
FRA,GAB,82129
RUS,SMR,82123
SMR,RUS,82123
TKM,IND,82062
TTO,GUY,81999
NOR,IRL,81945
CHN,ETH,81716
ETH,CHN,81716
GRC,EGY,81696
SGP,NLD,81552
CHN,KGZ,81541
KGZ,CHN,81541
NLD,MLT,81486
GAB,FRA,81389
JOR,DEU,81352
ROU,RUS,81316
RUS,ROU,81316
NPL,GBR,81062
NPL,THA,81015
MLT,NLD,80941
PHL,BRN,80851
MYS,FRA,80493
NLD,SGP,80493
BEL,JPN,80435
JPN,BEL,80435
CZE,IND,80432
IND,CZE,80432
CMR,COG,80227
MLI,NGA,80138
NGA,MLI,80138
TON,NZL,80018
HUN,PRT,79919
ROU,ARE,79906
IRQ,PAK,79868
ESP,HKG,79850
VUT,AUS,79769
GBR,NPL,79747
